CustomerID,SalesOrderNumber,SalesAmount,OrderDate,,,,,,,,,,,,,
21165,SO63868,2492.32,8/8/2013,,,,,,,,,,,,,
16864,SO69215,2369.97,10/26/2013,,,,,,,,,,,,,
13022,SO47746,2049.0982,3/31/2012,,,,,,,,,,,,,
28003,SO53022,4.99,2/20/2013,,,,,,,,,,,,,
23240,SO67099,69.97,9/26/2013,,,,,,,,,,,,,
16560,SO73802,2452.34,12/24/2013,,,,,,,,,,,,,
26224,SO53861,777.34,3/4/2013,,,,,,,,,,,,,
22567,SO59793,23.78,6/9/2013,,,,,,,,,,,,,
11329,SO45760,3578.27,9/25/2011,,,,,,,,,,,,,
11187,SO55563,67.49,4/3/2013,,,,,,,,,,,,,
29318,SO57735,2384.07,5/9/2013,,,,,,,,,,,,,
19099,SO45479,3578.27,8/23/2011,,,,,,,,,,,,,
20631,SO61101,71.96,6/29/2013,,,,,,,,,,,,,
21761,SO62254,134.98,7/16/2013,,,,,,,,,,,,,
22994,SO65016,539.99,8/26/2013,,,,,,,,,,,,,
11262,SO54218,103.96,3/11/2013,,,,,,,,,,,,,
23997,SO56342,39.98,4/17/2013,,,,,,,,,,,,,
12916,SO65900,119.98,9/7/2013,,,,,,,,,,,,,
14873,SO66240,21.98,9/12/2013,,,,,,,,,,,,,
14565,SO43943,699.0982,2/3/2011,,,,,,,,,,,,,
11101,SO61165,2422.54,6/29/2013,,,,,,,,,,,,,
21734,SO74430,14.98,1/6/2014,,,,,,,,,,,,,
13592,SO46711,2443.35,1/2/2012,,,,,,,,,,,,,
14906,SO74661,45.58,1/14/2014,,,,,,,,,,,,,
12754,SO45859,3578.27,10/6/2011,,,,,,,,,,,,,
13419,SO47167,2181.5625,2/10/2012,,,,,,,,,,,,,
17262,SO59134,1735.98,5/30/2013,,,,,,,,,,,,,
11200,SO60395,3.99,6/18/2013,,,,,,,,,,,,,
28139,SO65507,127.28,9/1/2013,,,,,,,,,,,,,
11819,SO52823,42.28,2/15/2013,,,,,,,,,,,,,
11074,SO54893,49.97,3/23/2013,,,,,,,,,,,,,
14024,SO55720,902.46,4/5/2013,,,,,,,,,,,,,
15219,SO50448,2049.0982,11/7/2012,,,,,,,,,,,,,
25720,SO55503,2433.04,4/1/2013,,,,,,,,,,,,,
29255,SO45079,3578.27,7/1/2011,,,,,,,,,,,,,
25909,SO66068,1283.82,9/9/2013,,,,,,,,,,,,,
11802,SO72083,32.28,12/1/2013,,,,,,,,,,,,,
15062,SO73509,2354.98,12/20/2013,,,,,,,,,,,,,
17647,SO48453,1000.4375,6/4/2012,,,,,,,,,,,,,
27555,SO50895,2049.0982,12/10/2012,,,,,,,,,,,,,
23541,SO56796,1155.48,4/26/2013,,,,,,,,,,,,,
25734,SO60760,2384.07,6/23/2013,,,,,,,,,,,,,
27895,SO73160,811.32,12/15/2013,,,,,,,,,,,,,
13767,SO72966,2331.95,12/13/2013,,,,,,,,,,,,,
23513,SO74118,64.47,12/28/2013,,,,,,,,,,,,,
11629,SO56422,2351.96,4/18/2013,,,,,,,,,,,,,
16234,SO59305,13.98,6/2/2013,,,,,,,,,,,,,
13147,SO59613,74.98,6/6/2013,,,,,,,,,,,,,
11493,SO66246,1228.83,9/12/2013,,,,,,,,,,,,,
18792,SO71482,1775.47,11/24/2013,,,,,,,,,,,,,
19054,SO72678,21.98,12/9/2013,,,,,,,,,,,,,
27492,SO50915,782.99,12/11/2012,,,,,,,,,,,,,
22434,SO68632,1735.98,10/18/2013,,,,,,,,,,,,,
26316,SO47222,1000.4375,2/16/2012,,,,,,,,,,,,,
29012,SO68976,78.98,10/23/2013,,,,,,,,,,,,,
16907,SO69131,2341.97,10/25/2013,,,,,,,,,,,,,
27038,SO70389,7.28,11/9/2013,,,,,,,,,,,,,
15672,SO73825,89.97,12/24/2013,,,,,,,,,,,,,
11394,SO63493,2419.06,8/2/2013,,,,,,,,,,,,,
23014,SO63826,13.98,8/8/2013,,,,,,,,,,,,,
12107,SO59166,119.98,5/31/2013,,,,,,,,,,,,,
13109,SO68265,1283.82,10/12/2013,,,,,,,,,,,,,
13259,SO71068,1214.85,11/18/2013,,,,,,,,,,,,,
14313,SO71224,39.98,11/21/2013,,,,,,,,,,,,,
15908,SO62002,630.94,7/12/2013,,,,,,,,,,,,,
13896,SO50032,2443.35,10/11/2012,,,,,,,,,,,,,
14433,SO61713,2341.97,7/7/2013,,,,,,,,,,,,,
13290,SO70891,22.93,11/16/2013,,,,,,,,,,,,,
11425,SO73635,2419.06,12/21/2013,,,,,,,,,,,,,
15289,SO47276,782.99,2/21/2012,,,,,,,,,,,,,
29436,SO57221,28.99,4/30/2013,,,,,,,,,,,,,
24382,SO62820,143.78,7/26/2013,,,,,,,,,,,,,
21094,SO70124,60.47,11/5/2013,,,,,,,,,,,,,
20264,SO46299,3578.27,11/23/2011,,,,,,,,,,,,,
14283,SO58523,799.48,5/23/2013,,,,,,,,,,,,,
16692,SO64305,6.28,8/16/2013,,,,,,,,,,,,,
28910,SO66669,48.97,9/19/2013,,,,,,,,,,,,,
29419,SO67929,53.99,10/7/2013,,,,,,,,,,,,,
16825,SO70968,61.45,11/17/2013,,,,,,,,,,,,,
12057,SO53362,49.99,2/26/2013,,,,,,,,,,,,,
25181,SO53836,32.6,3/4/2013,,,,,,,,,,,,,
17011,SO57666,1750.98,5/8/2013,,,,,,,,,,,,,
24011,SO60375,1179.47,6/17/2013,,,,,,,,,,,,,
12009,SO46477,3399.99,12/11/2011,,,,,,,,,,,,,
12655,SO60335,2457.33,6/17/2013,,,,,,,,,,,,,
26135,SO47593,782.99,3/19/2012,,,,,,,,,,,,,
25923,SO52118,6.28,2/2/2013,,,,,,,,,,,,,
15741,SO68766,89.97,10/20/2013,,,,,,,,,,,,,
22426,SO60954,553.97,6/26/2013,,,,,,,,,,,,,
21087,SO65816,819.48,9/6/2013,,,,,,,,,,,,,
11136,SO51276,2380.47,1/3/2013,,,,,,,,,,,,,
14271,SO54083,21.98,3/8/2013,,,,,,,,,,,,,
23100,SO62021,563.77,7/12/2013,,,,,,,,,,,,,
20844,SO64374,1155.48,8/16/2013,,,,,,,,,,,,,
16862,SO74640,39.98,1/13/2014,,,,,,,,,,,,,
16411,SO48520,2181.5625,6/10/2012,,,,,,,,,,,,,
16528,SO60610,1120.49,6/21/2013,,,,,,,,,,,,,
21888,SO67687,2482.23,10/3/2013,,,,,,,,,,,,,
12936,SO68700,123.98,10/19/2013,,,,,,,,,,,,,
13769,SO71345,548.98,11/22/2013,,,,,,,,,,,,,
16915,SO71740,2374.98,11/28/2013,,,,,,,,,,,,,
11653,SO68235,124.97,10/12/2013,,,,,,,,,,,,,
16940,SO73952,2563.35,12/26/2013,,,,,,,,,,,,,
11204,SO70495,74.98,11/10/2013,,,,,,,,,,,,,
15473,SO48406,782.99,5/30/2012,,,,,,,,,,,,,
19087,SO52332,10.24,2/6/2013,,,,,,,,,,,,,
12805,SO54659,2354.99,3/19/2013,,,,,,,,,,,,,
20405,SO58234,2563.35,5/18/2013,,,,,,,,,,,,,
13301,SO66396,66.96,9/15/2013,,,,,,,,,,,,,
24631,SO71115,146.06,11/19/2013,,,,,,,,,,,,,
13036,SO72271,627.97,12/4/2013,,,,,,,,,,,,,
12430,SO62435,74.98,7/19/2013,,,,,,,,,,,,,
16573,SO47897,2181.5625,4/21/2012,,,,,,,,,,,,,
16506,SO55784,30.97,4/6/2013,,,,,,,,,,,,,
11640,SO56771,123.95,4/25/2013,,,,,,,,,,,,,
26542,SO56146,27.28,4/13/2013,,,,,,,,,,,,,
13569,SO59180,48.97,5/31/2013,,,,,,,,,,,,,
27844,SO60411,89.97,6/18/2013,,,,,,,,,,,,,
15240,SO62166,9.99,7/15/2013,,,,,,,,,,,,,
14672,SO67002,2409.97,9/24/2013,,,,,,,,,,,,,
28636,SO73961,78.97,12/26/2013,,,,,,,,,,,,,
24666,SO46489,3578.27,12/14/2011,,,,,,,,,,,,,
16453,SO56003,7.28,4/10/2013,,,,,,,,,,,,,
28696,SO63794,2428.05,8/7/2013,,,,,,,,,,,,,
27084,SO47735,782.99,3/30/2012,,,,,,,,,,,,,
21982,SO47930,2181.5625,4/25/2012,,,,,,,,,,,,,
25938,SO69925,608.96,11/2/2013,,,,,,,,,,,,,
28369,SO57830,777.34,5/11/2013,,,,,,,,,,,,,
15048,SO61582,777.34,7/5/2013,,,,,,,,,,,,,
22069,SO63022,22.93,7/29/2013,,,,,,,,,,,,,
17767,SO73116,2329.98,12/15/2013,,,,,,,,,,,,,
16207,SO47792,2443.35,4/9/2012,,,,,,,,,,,,,
21985,SO70509,1754.98,11/10/2013,,,,,,,,,,,,,
21685,SO71617,1205.47,11/26/2013,,,,,,,,,,,,,
15357,SO46770,2443.35,1/9/2012,,,,,,,,,,,,,
27016,SO53995,41.93,3/7/2013,,,,,,,,,,,,,
19628,SO57677,2457.33,5/8/2013,,,,,,,,,,,,,
16063,SO62423,4.99,7/19/2013,,,,,,,,,,,,,
12566,SO67062,58.98,9/25/2013,,,,,,,,,,,,,
11747,SO68320,61.97,10/13/2013,,,,,,,,,,,,,
15936,SO69820,39.98,11/1/2013,,,,,,,,,,,,,
22811,SO70970,34.98,11/17/2013,,,,,,,,,,,,,
26524,SO73435,27.28,12/19/2013,,,,,,,,,,,,,
15660,SO73915,751.34,12/25/2013,,,,,,,,,,,,,
15992,SO51067,782.99,12/26/2012,,,,,,,,,,,,,
20121,SO54620,69.99,3/18/2013,,,,,,,,,,,,,
23800,SO67861,71.58,10/6/2013,,,,,,,,,,,,,
20592,SO73113,2330.23,12/15/2013,,,,,,,,,,,,,
24515,SO73522,71.58,12/20/2013,,,,,,,,,,,,,
12033,SO62073,2370.96,7/13/2013,,,,,,,,,,,,,
24764,SO64234,2398.05,8/14/2013,,,,,,,,,,,,,
16276,SO72888,7.28,12/12/2013,,,,,,,,,,,,,
14830,SO45983,3578.27,10/25/2011,,,,,,,,,,,,,
11267,SO51345,2364.96,1/7/2013,,,,,,,,,,,,,
21139,SO64944,1735.98,8/25/2013,,,,,,,,,,,,,
15426,SO55037,106.93,3/26/2013,,,,,,,,,,,,,
28499,SO61840,778.62,7/9/2013,,,,,,,,,,,,,
12894,SO62158,13.98,7/15/2013,,,,,,,,,,,,,
16735,SO64703,58.98,8/21/2013,,,,,,,,,,,,,
16477,SO52805,39.98,2/15/2013,,,,,,,,,,,,,
20230,SO60051,32.28,6/13/2013,,,,,,,,,,,,,
23189,SO65552,600.46,9/1/2013,,,,,,,,,,,,,
14962,SO74964,63.97,1/23/2014,,,,,,,,,,,,,
24063,SO51963,2433.04,1/29/2013,,,,,,,,,,,,,
15739,SO65431,2357.28,8/30/2013,,,,,,,,,,,,,
11901,SO45663,3399.99,9/10/2011,,,,,,,,,,,,,
15901,SO59321,593.98,6/2/2013,,,,,,,,,,,,,
18137,SO65959,2343.96,9/8/2013,,,,,,,,,,,,,
19753,SO68094,4.99,10/10/2013,,,,,,,,,,,,,
27341,SO50537,782.99,11/17/2012,,,,,,,,,,,,,
25426,SO59892,2419.06,6/10/2013,,,,,,,,,,,,,
27354,SO60746,539.99,6/23/2013,,,,,,,,,,,,,
26034,SO65092,21.49,8/28/2013,,,,,,,,,,,,,
28282,SO61865,4.99,7/10/2013,,,,,,,,,,,,,
15724,SO71333,2309.97,11/22/2013,,,,,,,,,,,,,
27283,SO52495,119.98,2/9/2013,,,,,,,,,,,,,
17974,SO66782,609.9,9/21/2013,,,,,,,,,,,,,
26433,SO48158,782.99,5/10/2012,,,,,,,,,,,,,
23465,SO55048,34.98,3/26/2013,,,,,,,,,,,,,
14899,SO60073,4.99,6/13/2013,,,,,,,,,,,,,
28055,SO60267,75.48,6/16/2013,,,,,,,,,,,,,
14743,SO61620,64.47,7/6/2013,,,,,,,,,,,,,
20422,SO61780,1134.47,7/8/2013,,,,,,,,,,,,,
19423,SO50090,782.99,10/17/2012,,,,,,,,,,,,,
23310,SO51349,1151.76,1/7/2013,,,,,,,,,,,,,
11211,SO52074,64.47,2/1/2013,,,,,,,,,,,,,
11203,SO66895,2.29,9/23/2013,,,,,,,,,,,,,
27309,SO53678,2457.33,3/1/2013,,,,,,,,,,,,,
16589,SO66545,2419.06,9/17/2013,,,,,,,,,,,,,
14934,SO70492,58.47,11/10/2013,,,,,,,,,,,,,
18735,SO45137,3578.27,7/11/2011,,,,,,,,,,,,,
18820,SO61746,78.98,7/8/2013,,,,,,,,,,,,,
24006,SO64717,539.99,8/21/2013,,,,,,,,,,,,,
16265,SO67607,27.28,10/2/2013,,,,,,,,,,,,,
28705,SO67622,777.34,10/2/2013,,,,,,,,,,,,,
12202,SO52304,49.97,2/5/2013,,,,,,,,,,,,,
15624,SO62033,2354.98,7/13/2013,,,,,,,,,,,,,
20003,SO73155,579.97,12/15/2013,,,,,,,,,,,,,
26573,SO52229,68.97,2/4/2013,,,,,,,,,,,,,
11223,SO52483,38.98,2/9/2013,,,,,,,,,,,,,
14215,SO63350,2366.95,7/31/2013,,,,,,,,,,,,,
23438,SO66512,123.48,9/17/2013,,,,,,,,,,,,,
27487,SO73162,539.99,12/15/2013,,,,,,,,,,,,,
22638,SO60038,548.98,6/12/2013,,,,,,,,,,,,,
14190,SO62262,36.59,7/16/2013,,,,,,,,,,,,,
24758,SO67856,34.89,10/6/2013,,,,,,,,,,,,,
15812,SO69954,2.29,11/3/2013,,,,,,,,,,,,,
13165,SO46814,2181.5625,1/14/2012,,,,,,,,,,,,,
26491,SO48145,2049.0982,5/9/2012,,,,,,,,,,,,,
15974,SO53097,91.95,2/21/2013,,,,,,,,,,,,,
18777,SO54401,29.48,3/14/2013,,,,,,,,,,,,,
17751,SO58164,93.49,5/17/2013,,,,,,,,,,,,,
26830,SO58832,553.97,5/28/2013,,,,,,,,,,,,,
21251,SO61739,24.99,7/8/2013,,,,,,,,,,,,,
12395,SO44948,3578.27,6/19/2011,,,,,,,,,,,,,
15006,SO46414,699.0982,12/2/2011,,,,,,,,,,,,,
11943,SO51218,539.99,12/30/2012,,,,,,,,,,,,,
12675,SO56530,2357.28,4/20/2013,,,,,,,,,,,,,
25472,SO63656,27.77,8/5/2013,,,,,,,,,,,,,
18356,SO70796,29.93,11/14/2013,,,,,,,,,,,,,
24479,SO74756,7.28,1/17/2014,,,,,,,,,,,,,
13715,SO48670,2181.5625,6/23/2012,,,,,,,,,,,,,
22345,SO52898,73.97,2/17/2013,,,,,,,,,,,,,
15394,SO65065,2351.96,8/27/2013,,,,,,,,,,,,,
19278,SO69958,574.98,11/3/2013,,,,,,,,,,,,,
11825,SO45929,3578.27,10/16/2011,,,,,,,,,,,,,
15351,SO47863,782.99,4/17/2012,,,,,,,,,,,,,
24596,SO50851,2443.35,12/5/2012,,,,,,,,,,,,,
20946,SO66346,58.98,9/14/2013,,,,,,,,,,,,,
15401,SO68707,39.98,10/19/2013,,,,,,,,,,,,,
26298,SO72563,1268.84,12/7/2013,,,,,,,,,,,,,
15801,SO51068,2049.0982,12/26/2012,,,,,,,,,,,,,
11447,SO45022,3374.99,6/28/2011,,,,,,,,,,,,,
20839,SO47739,782.99,3/31/2012,,,,,,,,,,,,,
24916,SO48629,1000.4375,6/19/2012,,,,,,,,,,,,,
28893,SO57513,15.23,5/5/2013,,,,,,,,,,,,,
11835,SO58247,2453.04,5/18/2013,,,,,,,,,,,,,
18265,SO69664,34.99,10/30/2013,,,,,,,,,,,,,
26603,SO48496,2049.0982,6/8/2012,,,,,,,,,,,,,
18799,SO55634,119.98,4/4/2013,,,,,,,,,,,,,
27553,SO50775,2049.0982,11/29/2012,,,,,,,,,,,,,
16028,SO50893,2071.4196,12/9/2012,,,,,,,,,,,,,
22705,SO52604,38.98,2/11/2013,,,,,,,,,,,,,
14924,SO54341,39.98,3/13/2013,,,,,,,,,,,,,
17646,SO58254,1750.98,5/19/2013,,,,,,,,,,,,,
17191,SO64126,2329.98,8/13/2013,,,,,,,,,,,,,
25709,SO71281,608.96,11/21/2013,,,,,,,,,,,,,
25821,SO45495,699.0982,8/25/2011,,,,,,,,,,,,,
15688,SO53676,1700.99,3/1/2013,,,,,,,,,,,,,
27757,SO54997,132.97,3/25/2013,,,,,,,,,,,,,
13221,SO56738,2351.96,4/24/2013,,,,,,,,,,,,,
15543,SO66614,71.97,9/18/2013,,,,,,,,,,,,,
26922,SO72270,539.99,12/3/2013,,,,,,,,,,,,,
17980,SO50806,2443.35,12/2/2012,,,,,,,,,,,,,
14502,SO55474,69.99,4/1/2013,,,,,,,,,,,,,
16249,SO56981,13.98,4/29/2013,,,,,,,,,,,,,
28097,SO44178,3578.27,3/9/2011,,,,,,,,,,,,,
12500,SO49586,2071.4196,9/1/2012,,,,,,,,,,,,,
21559,SO66548,2457.33,9/17/2013,,,,,,,,,,,,,
20170,SO68479,2478.34,10/16/2013,,,,,,,,,,,,,
21609,SO52275,553.97,2/4/2013,,,,,,,,,,,,,
14921,SO53035,7.28,2/20/2013,,,,,,,,,,,,,
27993,SO57493,2.29,5/5/2013,,,,,,,,,,,,,
11325,SO52058,2465.93,1/31/2013,,,,,,,,,,,,,
11935,SO59612,35,6/6/2013,,,,,,,,,,,,,
15596,SO69072,2410.94,10/24/2013,,,,,,,,,,,,,
23842,SO45893,3578.27,10/11/2011,,,,,,,,,,,,,
18759,SO64395,36.59,8/17/2013,,,,,,,,,,,,,
25027,SO74442,60.47,1/7/2014,,,,,,,,,,,,,
17986,SO50960,2181.5625,12/16/2012,,,,,,,,,,,,,
11063,SO51431,2372.95,1/12/2013,,,,,,,,,,,,,
14704,SO52248,95.94,2/4/2013,,,,,,,,,,,,,
21310,SO53771,1120.49,3/2/2013,,,,,,,,,,,,,
18238,SO44596,3578.27,5/5/2011,,,,,,,,,,,,,
15145,SO49916,2071.4196,9/29/2012,,,,,,,,,,,,,
28753,SO53384,23.78,2/26/2013,,,,,,,,,,,,,
21863,SO55901,39.98,4/8/2013,,,,,,,,,,,,,
12107,SO56992,35,4/29/2013,,,,,,,,,,,,,
23628,SO58223,69.97,5/18/2013,,,,,,,,,,,,,
11823,SO58230,63.96,5/18/2013,,,,,,,,,,,,,
19020,SO65112,123.98,8/28/2013,,,,,,,,,,,,,
17114,SO70431,2428.05,11/9/2013,,,,,,,,,,,,,
12629,SO70908,53.97,11/16/2013,,,,,,,,,,,,,
21675,SO74712,99.96,1/15/2014,,,,,,,,,,,,,
15851,SO65773,2415.47,9/5/2013,,,,,,,,,,,,,
11287,SO69660,7.95,10/30/2013,,,,,,,,,,,,,
19830,SO69837,2390.93,11/1/2013,,,,,,,,,,,,,
15648,SO71415,1735.98,11/23/2013,,,,,,,,,,,,,
11085,SO74479,53.98,1/8/2014,,,,,,,,,,,,,
13846,SO44271,3578.27,3/30/2011,,,,,,,,,,,,,
25548,SO70669,603.49,11/12/2013,,,,,,,,,,,,,
17963,SO68163,1750.98,10/11/2013,,,,,,,,,,,,,
23755,SO64337,6.28,8/16/2013,,,,,,,,,,,,,
12528,SO65126,71.97,8/28/2013,,,,,,,,,,,,,
11782,SO66471,42.28,9/16/2013,,,,,,,,,,,,,
22021,SO69888,23.97,11/2/2013,,,,,,,,,,,,,
20346,SO56523,2564.92,4/20/2013,,,,,,,,,,,,,
26842,SO57239,539.99,4/30/2013,,,,,,,,,,,,,
24445,SO59128,2419.06,5/30/2013,,,,,,,,,,,,,
13434,SO68323,2354.99,10/13/2013,,,,,,,,,,,,,
25717,SO69923,574.98,11/2/2013,,,,,,,,,,,,,
28150,SO44198,3578.27,3/15/2011,,,,,,,,,,,,,
22269,SO62648,94.46,7/23/2013,,,,,,,,,,,,,
16676,SO66664,13.98,9/19/2013,,,,,,,,,,,,,
15228,SO68326,2325.96,10/13/2013,,,,,,,,,,,,,
28245,SO74292,7.28,1/2/2014,,,,,,,,,,,,,
11630,SO45734,3578.27,9/21/2011,,,,,,,,,,,,,
19302,SO47858,1000.4375,4/17/2012,,,,,,,,,,,,,
12352,SO71100,24.49,11/19/2013,,,,,,,,,,,,,
11501,SO74042,24.99,12/27/2013,,,,,,,,,,,,,
28870,SO44997,3578.27,6/25/2011,,,,,,,,,,,,,
17238,SO52623,53.99,2/12/2013,,,,,,,,,,,,,
13766,SO53680,819.48,3/1/2013,,,,,,,,,,,,,
17102,SO54289,32.27,3/12/2013,,,,,,,,,,,,,
16375,SO58057,2478.34,5/15/2013,,,,,,,,,,,,,
26196,SO64745,29.98,8/22/2013,,,,,,,,,,,,,
28197,SO45411,3578.27,8/11/2011,,,,,,,,,,,,,
11873,SO45863,3578.27,10/7/2011,,,,,,,,,,,,,
18285,SO55457,69.97,4/1/2013,,,,,,,,,,,,,
11243,SO52454,810.32,2/8/2013,,,,,,,,,,,,,
19127,SO56362,579.97,4/17/2013,,,,,,,,,,,,,
12360,SO56949,2294.99,4/28/2013,,,,,,,,,,,,,
14673,SO71770,751.34,11/28/2013,,,,,,,,,,,,,
26864,SO51202,1268.84,12/29/2012,,,,,,,,,,,,,
17993,SO52196,78.98,2/3/2013,,,,,,,,,,,,,
13522,SO56695,24.99,4/24/2013,,,,,,,,,,,,,
27458,SO61390,68.97,7/2/2013,,,,,,,,,,,,,
23951,SO68987,36.27,10/23/2013,,,,,,,,,,,,,
15580,SO73016,839.48,12/13/2013,,,,,,,,,,,,,
15761,SO75037,3.99,1/26/2014,,,,,,,,,,,,,
29415,SO49197,2049.0982,8/2/2012,,,,,,,,,,,,,
13617,SO56386,62.94,4/18/2013,,,,,,,,,,,,,
14193,SO58507,36.59,5/23/2013,,,,,,,,,,,,,
13822,SO60046,2369.96,6/13/2013,,,,,,,,,,,,,
16635,SO74874,122.41,1/21/2014,,,,,,,,,,,,,
12255,SO44226,3578.27,3/21/2011,,,,,,,,,,,,,
18276,SO44933,3578.27,6/17/2011,,,,,,,,,,,,,
19945,SO71161,2354.98,11/20/2013,,,,,,,,,,,,,
15300,SO75051,4.99,1/26/2014,,,,,,,,,,,,,
28298,SO44385,3578.27,4/11/2011,,,,,,,,,,,,,
26736,SO52790,25.48,2/15/2013,,,,,,,,,,,,,
14963,SO70408,39.98,11/9/2013,,,,,,,,,,,,,
21150,SO65864,1170.48,9/6/2013,,,,,,,,,,,,,
14191,SO44381,3578.27,4/11/2011,,,,,,,,,,,,,
15986,SO50848,782.99,12/5/2012,,,,,,,,,,,,,
24622,SO58498,96.07,5/23/2013,,,,,,,,,,,,,
14048,SO59759,742.35,6/8/2013,,,,,,,,,,,,,
26096,SO64233,2443.55,8/14/2013,,,,,,,,,,,,,
23905,SO64673,574.98,8/20/2013,,,,,,,,,,,,,
24453,SO68685,60.47,10/19/2013,,,,,,,,,,,,,
11245,SO72793,2452.34,12/11/2013,,,,,,,,,,,,,
13584,SO43832,3578.27,1/26/2011,,,,,,,,,,,,,
19365,SO44968,699.0982,6/21/2011,,,,,,,,,,,,,
12139,SO61372,7.95,7/2/2013,,,,,,,,,,,,,
18267,SO52889,34.99,2/17/2013,,,,,,,,,,,,,
13628,SO65335,120,8/29/2013,,,,,,,,,,,,,
16572,SO73190,2443.35,12/16/2013,,,,,,,,,,,,,
11886,SO46017,3578.27,10/28/2011,,,,,,,,,,,,,
14266,SO53434,56.97,2/27/2013,,,,,,,,,,,,,
15390,SO65765,39.98,9/5/2013,,,,,,,,,,,,,
24785,SO66625,2406,9/18/2013,,,,,,,,,,,,,
19602,SO45489,3578.27,8/24/2011,,,,,,,,,,,,,
19903,SO50773,782.99,11/28/2012,,,,,,,,,,,,,
14449,SO61414,2354.98,7/2/2013,,,,,,,,,,,,,
28513,SO65134,811.32,8/28/2013,,,,,,,,,,,,,
27764,SO68382,776.33,10/14/2013,,,,,,,,,,,,,
21892,SO69375,2478.34,10/28/2013,,,,,,,,,,,,,
18648,SO64443,556.93,8/17/2013,,,,,,,,,,,,,
17073,SO67904,28.98,10/7/2013,,,,,,,,,,,,,
14267,SO68261,1785.97,10/12/2013,,,,,,,,,,,,,
29233,SO68968,63.97,10/23/2013,,,,,,,,,,,,,
15969,SO50791,782.99,11/30/2012,,,,,,,,,,,,,
28580,SO59820,1214.85,6/9/2013,,,,,,,,,,,,,
28334,SO65891,53.99,9/7/2013,,,,,,,,,,,,,
21878,SO47551,2181.5625,3/13/2012,,,,,,,,,,,,,
26038,SO65392,2503.03,8/29/2013,,,,,,,,,,,,,
16868,SO68509,2322.28,10/16/2013,,,,,,,,,,,,,
14043,SO53898,56.97,3/5/2013,,,,,,,,,,,,,
22986,SO48650,2181.5625,6/21/2012,,,,,,,,,,,,,
14355,SO57997,804.48,5/14/2013,,,,,,,,,,,,,
29469,SO60313,2393.06,6/16/2013,,,,,,,,,,,,,
25496,SO64034,13.98,8/11/2013,,,,,,,,,,,,,
23362,SO70276,7.28,11/7/2013,,,,,,,,,,,,,
15032,SO49981,2049.0982,10/6/2012,,,,,,,,,,,,,
19425,SO59740,31.27,6/8/2013,,,,,,,,,,,,,
17219,SO65047,35,8/27/2013,,,,,,,,,,,,,
24596,SO72953,1725.48,12/13/2013,,,,,,,,,,,,,
14234,SO49562,2071.4196,8/29/2012,,,,,,,,,,,,,
25538,SO55078,1228.83,3/26/2013,,,,,,,,,,,,,
12581,SO68607,574.98,10/17/2013,,,,,,,,,,,,,
20214,SO45907,3578.27,10/13/2011,,,,,,,,,,,,,
16311,SO47085,2181.5625,1/31/2012,,,,,,,,,,,,,
12657,SO50185,2049.0982,10/27/2012,,,,,,,,,,,,,
11080,SO51448,2359.98,1/13/2013,,,,,,,,,,,,,
28511,SO73633,562.96,12/21/2013,,,,,,,,,,,,,
15044,SO50065,2049.0982,10/14/2012,,,,,,,,,,,,,
16488,SO54665,119.95,3/19/2013,,,,,,,,,,,,,
19768,SO56592,1143.46,4/21/2013,,,,,,,,,,,,,
19011,SO62048,78.98,7/13/2013,,,,,,,,,,,,,
14618,SO67442,39.98,9/30/2013,,,,,,,,,,,,,
11176,SO69587,39.98,10/29/2013,,,,,,,,,,,,,
14341,SO74925,68.97,1/22/2014,,,,,,,,,,,,,
15593,SO53833,88.98,3/4/2013,,,,,,,,,,,,,
22652,SO60448,553.97,6/18/2013,,,,,,,,,,,,,
22672,SO61343,29.48,7/1/2013,,,,,,,,,,,,,
14175,SO64419,108.96,8/17/2013,,,,,,,,,,,,,
29273,SO64966,63.47,8/26/2013,,,,,,,,,,,,,
27431,SO50618,2049.0982,11/25/2012,,,,,,,,,,,,,
26485,SO56326,742.35,4/16/2013,,,,,,,,,,,,,
13806,SO58787,893.94,5/28/2013,,,,,,,,,,,,,
23178,SO60616,539.99,6/21/2013,,,,,,,,,,,,,
24757,SO46576,3578.27,12/25/2011,,,,,,,,,,,,,
12299,SO53878,2356.96,3/5/2013,,,,,,,,,,,,,
15089,SO45745,3578.27,9/23/2011,,,,,,,,,,,,,
16972,SO56102,1754.98,4/12/2013,,,,,,,,,,,,,
18572,SO57870,13.98,5/12/2013,,,,,,,,,,,,,
27748,SO67590,23.78,10/2/2013,,,,,,,,,,,,,
16841,SO53310,69.99,2/25/2013,,,,,,,,,,,,,
27419,SO59732,69.99,6/8/2013,,,,,,,,,,,,,
26535,SO66038,64.97,9/9/2013,,,,,,,,,,,,,
27439,SO68255,2413.06,10/12/2013,,,,,,,,,,,,,
15638,SO55933,806.76,4/9/2013,,,,,,,,,,,,,
20401,SO62686,1184.46,7/23/2013,,,,,,,,,,,,,
17837,SO62840,73.96,7/26/2013,,,,,,,,,,,,,
11501,SO74909,138.48,1/21/2014,,,,,,,,,,,,,
21138,SO49038,2049.0982,7/30/2012,,,,,,,,,,,,,
11816,SO53053,2354.98,2/20/2013,,,,,,,,,,,,,
17893,SO62242,1700.99,7/16/2013,,,,,,,,,,,,,
25311,SO66373,1735.98,9/15/2013,,,,,,,,,,,,,
