CustomerID,SalesOrderNumber,SalesAmount,OrderDate,Quantity
11491,SO53979,2329.98,3/7/2013,116
12691,SO72965,159,12/13/2013,8
15535,SO49408,782.99,8/23/2012,39
14359,SO52543,78.98,2/10/2013,4
14955,SO64346,33.98,8/16/2013,2
23718,SO68672,567.76,10/18/2013,28
22326,SO70179,40.23,11/6/2013,2
17010,SO70853,2384.97,11/15/2013,119
13788,SO55366,33.98,3/30/2013,2
11712,SO56245,7.28,4/15/2013,0
11019,SO62659,37.29,7/23/2013,2
26657,SO51470,574.98,1/15/2013,29
11601,SO59648,2353.95,6/7/2013,118
13964,SO65071,2341.97,8/27/2013,117
17690,SO65619,1700.99,9/2/2013,85
11083,SO70362,742.35,11/8/2013,37
23080,SO58125,548.98,5/16/2013,27
12886,SO66477,2386.95,9/16/2013,119
16730,SO74875,71.97,1/21/2014,4
14702,SO44602,3578.27,5/7/2011,179
15959,SO51076,782.99,12/27/2012,39
22775,SO61450,37.27,7/3/2013,2
14192,SO61583,2413.06,7/5/2013,121
28818,SO47189,2181.5625,2/12/2012,109
19510,SO57802,2451.3,5/11/2013,123
20387,SO61648,1194.97,7/6/2013,60
12944,SO55073,39.99,3/26/2013,2
22067,SO56847,539.99,4/26/2013,27
14287,SO65383,2349.98,8/29/2013,117
12353,SO65394,2384.07,8/29/2013,119
26879,SO68502,75.48,10/16/2013,4
24895,SO53777,4.99,3/3/2013,0
18693,SO54649,2443.35,3/18/2013,122
17434,SO60588,4.99,6/21/2013,0
27954,SO64709,39.98,8/21/2013,2
12399,SO64833,58.96,8/23/2013,3
15666,SO49372,2443.35,8/20/2012,122
17720,SO56278,608.97,4/16/2013,30
11352,SO57284,13.98,5/1/2013,1
12609,SO60319,2304.98,6/17/2013,115
23163,SO66555,600.46,9/17/2013,30
20119,SO67719,69.99,10/4/2013,3
21137,SO68651,37.27,10/18/2013,2
24162,SO50044,2443.35,10/12/2012,122
12639,SO52952,49.99,2/18/2013,2
28760,SO72522,28.98,12/7/2013,1
16020,SO57577,595.96,5/6/2013,30
14581,SO44166,699.0982,3/6/2011,35
22171,SO47924,2181.5625,4/24/2012,109
12317,SO48687,2071.4196,6/25/2012,104
24460,SO59191,1120.49,5/31/2013,56
17389,SO59571,1779.47,6/5/2013,89
28380,SO69824,34.89,11/1/2013,2
14904,SO62207,157.29,7/15/2013,8
15147,SO56432,37.97,4/19/2013,2
15440,SO73875,2406.95,12/25/2013,120
19049,SO51043,2443.35,12/24/2012,122
25399,SO59472,2393.06,6/4/2013,120
25565,SO68867,539.99,10/21/2013,27
19429,SO45492,699.0982,8/25/2011,35
14824,SO45937,3578.27,10/18/2011,179
16531,SO47931,2443.35,4/26/2012,122
19969,SO51978,67.97,1/30/2013,3
11820,SO59682,35,6/7/2013,2
25225,SO62992,1129.48,7/28/2013,56
24219,SO63421,2433.04,8/1/2013,122
17645,SO67522,4.99,10/1/2013,0
13398,SO71250,2322.28,11/21/2013,116
21166,SO46696,2443.35,12/31/2011,122
15757,SO51048,2071.4196,12/24/2012,104
17285,SO59960,2514.93,6/11/2013,126
18897,SO65506,37.29,9/1/2013,2
14953,SO54288,133.49,3/12/2013,7
28376,SO62869,1134.47,7/26/2013,57
14726,SO64711,784.47,8/21/2013,39
14471,SO61951,2354.99,7/11/2013,118
19618,SO63068,88.97,7/30/2013,4
19493,SO52223,2514.93,2/4/2013,126
16771,SO53201,32.6,2/23/2013,2
19926,SO55772,39.98,4/6/2013,2
14274,SO73300,74.98,12/17/2013,4
25120,SO60297,1155.48,6/16/2013,58
17374,SO61946,39.25,7/11/2013,2
11306,SO65922,39.99,9/7/2013,2
11711,SO52791,27.28,2/15/2013,1
18477,SO53209,13.98,2/23/2013,1
21298,SO55053,93.46,3/26/2013,5
26157,SO67153,69.99,9/27/2013,3
27667,SO71763,2419.06,11/28/2013,121
11120,SO44657,3374.99,5/14/2011,169
15860,SO54571,539.99,3/17/2013,27
12162,SO55019,2334.97,3/25/2013,117
11507,SO58354,48.97,5/21/2013,2
13589,SO64649,78.48,8/20/2013,4
28079,SO72027,39.98,11/30/2013,2
24497,SO52230,71.58,2/4/2013,4
15684,SO56539,2442.54,4/20/2013,122
28436,SO69789,617.47,10/31/2013,31
19453,SO72868,2353.95,12/12/2013,118
25926,SO46158,699.0982,11/4/2011,35
17833,SO51358,1251.12,1/7/2013,63
12498,SO61137,39.99,6/29/2013,2
12178,SO46578,3578.27,12/25/2011,179
12447,SO57411,2331.95,5/3/2013,117
23315,SO69249,15.23,10/27/2013,1
23172,SO45358,3578.27,8/3/2011,179
17963,SO50762,2181.5625,11/28/2012,109
11658,SO56651,62.98,4/23/2013,3
14401,SO58443,15.23,5/22/2013,1
23864,SO63021,84.97,7/29/2013,4
18122,SO69134,2439.99,10/25/2013,122
15428,SO48582,782.99,6/15/2012,39
26749,SO51961,539.99,1/29/2013,27
28949,SO54473,2473.05,3/15/2013,124
13967,SO74139,2398.48,12/28/2013,120
13036,SO47791,2049.0982,4/8/2012,102
18024,SO55481,149.98,4/1/2013,7
29200,SO62706,6.28,7/24/2013,0
14667,SO65613,2439.99,9/2/2013,122
22631,SO51333,1149.47,1/6/2013,57
27173,SO54015,60.47,3/7/2013,3
23776,SO54535,2478.34,3/17/2013,124
11215,SO57258,4.99,5/1/2013,0
25677,SO60600,59.98,6/21/2013,3
13600,SO61470,2462.03,7/3/2013,123
24822,SO63774,195.59,8/7/2013,10
22543,SO54763,562.96,3/20/2013,28
18985,SO71302,94.48,11/22/2013,5
14496,SO59450,804.48,6/4/2013,40
13987,SO73837,2329.99,12/24/2013,116
21569,SO47623,2443.35,3/24/2012,122
17785,SO54746,27.28,3/20/2013,1
21265,SO65740,1729.97,9/4/2013,86
21119,SO67174,25.48,9/27/2013,1
16957,SO73601,39.98,12/21/2013,2
11729,SO62918,124.97,7/27/2013,6
24127,SO68466,548.98,10/15/2013,27
14834,SO46184,3578.27,11/9/2011,179
21453,SO54068,36.96,3/8/2013,2
17710,SO62846,48.97,7/26/2013,2
12005,SO64433,2369.97,8/17/2013,118
12642,SO58054,8.99,5/15/2013,0
11300,SO67164,17.27,9/27/2013,1
19066,SO67523,84.96,10/1/2013,4
17210,SO74607,71.95,1/12/2014,4
11215,SO55193,99.47,3/29/2013,5
13926,SO57502,56.97,5/5/2013,3
27840,SO59107,48.97,5/30/2013,2
16589,SO64183,2481.28,8/14/2013,124
22745,SO54141,588.96,3/9/2013,29
28638,SO55832,37.97,4/7/2013,2
27794,SO53812,25.48,3/3/2013,1
27825,SO56784,901.35,4/25/2013,45
27691,SO65781,603.49,9/5/2013,30
15071,SO66654,564.99,9/19/2013,28
19807,SO71363,13.98,11/23/2013,1
25087,SO51596,1249.84,1/22/2013,62
11428,SO54318,2378.95,3/13/2013,119
23519,SO68972,23.97,10/23/2013,1
13105,SO69850,2297.28,11/1/2013,115
12782,SO61415,2400.95,7/2/2013,120
14486,SO50767,1000.4375,11/28/2012,50
23785,SO52174,37.27,2/3/2013,2
28763,SO44666,3578.27,5/16/2011,179
24501,SO46590,3578.27,12/27/2011,179
14312,SO54597,159,3/18/2013,8
21044,SO59419,1750.98,6/4/2013,88
17277,SO44276,3578.27,3/30/2011,179
28309,SO53059,2419.06,2/20/2013,121
15132,SO71702,58.98,11/28/2013,3
25845,SO73822,13.98,12/24/2013,1
21885,SO47568,2181.5625,3/16/2012,109
23790,SO61681,46.83,7/7/2013,2
14769,SO67499,819.48,10/1/2013,41
11495,SO69212,13.98,10/26/2013,1
26781,SO74659,110.46,1/14/2014,6
15775,SO64403,15.23,8/17/2013,1
20736,SO73628,1145.48,12/21/2013,57
19545,SO54143,1179.47,3/9/2013,59
16457,SO64142,149.98,8/13/2013,7
11242,SO72324,2419.06,12/4/2013,121
28840,SO53767,820.83,3/2/2013,41
28510,SO46820,2071.4196,1/15/2012,104
14765,SO74514,34.89,1/9/2014,2
24357,SO57946,2443.55,5/13/2013,122
12760,SO58733,119.98,5/27/2013,6
16278,SO72451,548.98,12/6/2013,27
19553,SO60157,31.97,6/14/2013,2
22545,SO63650,48.97,8/5/2013,2
23781,SO68457,567.76,10/15/2013,28
19439,SO72142,2376.96,12/2/2013,119
27229,SO53144,93.46,2/22/2013,5
22885,SO55377,548.98,3/30/2013,27
13503,SO56462,36.27,4/19/2013,2
19025,SO54399,119.98,3/14/2013,6
11276,SO69965,74.46,11/3/2013,4
22722,SO62524,562.96,7/20/2013,28
16745,SO43964,3578.27,2/7/2011,179
19467,SO53883,2484.94,3/5/2013,124
18258,SO69574,8.99,10/29/2013,0
20927,SO70489,101.94,11/10/2013,5
27783,SO55533,165.28,4/2/2013,8
29432,SO55857,1307.31,4/7/2013,65
14758,SO57450,39.98,5/4/2013,2
11562,SO60924,84.98,6/26/2013,4
17838,SO68586,7.28,10/17/2013,0
15179,SO68791,2373.47,10/20/2013,119
17294,SO44181,3578.27,3/9/2011,179
11245,SO45765,3374.99,9/26/2011,169
24641,SO59474,2384.07,6/4/2013,119
15289,SO69705,791.47,10/30/2013,40
15826,SO64319,33.98,8/16/2013,2
23401,SO66230,39.98,9/12/2013,2
23572,SO49395,2443.35,8/21/2012,122
24521,SO52878,2419.06,2/16/2013,121
13103,SO59753,2395.45,6/8/2013,120
18069,SO63384,4.99,8/1/2013,0
26403,SO65840,41.93,9/6/2013,2
11970,SO66808,74.98,9/21/2013,4
11050,SO71147,777.34,11/19/2013,39
15549,SO51413,574.98,1/11/2013,29
21255,SO54043,32.28,3/8/2013,2
13628,SO67086,38.98,9/26/2013,2
12208,SO56316,2375.95,4/16/2013,119
21947,SO70089,2451.3,11/5/2013,123
23995,SO49661,2443.35,9/8/2012,122
15786,SO70653,2316.97,11/12/2013,116
22805,SO72473,3.99,12/6/2013,0
29447,SO73981,23.78,12/26/2013,1
12839,SO59762,2342.92,6/9/2013,117
13895,SO49739,2181.5625,9/17/2012,109
27251,SO49937,2049.0982,10/2/2012,102
16409,SO57803,2481.82,5/11/2013,124
15624,SO66923,2453.04,9/23/2013,123
19313,SO73630,1750.47,12/21/2013,88
21407,SO51881,42.28,1/28/2013,2
25894,SO62836,49.48,7/26/2013,2
13620,SO62933,2379.91,7/27/2013,119
16815,SO74543,4.99,1/10/2014,0
26238,SO46764,2049.0982,1/8/2012,102
20665,SO48620,2049.0982,6/18/2012,102
12278,SO60678,49.99,6/22/2013,2
14055,SO74136,2376.96,12/28/2013,119
14775,SO51299,2419.06,1/4/2013,121
14734,SO53659,1155.48,2/28/2013,58
11697,SO67706,62.98,10/4/2013,3
28895,SO74837,13.98,1/19/2014,1
19310,SO48412,782.99,5/31/2012,39
14066,SO49392,2049.0982,8/21/2012,102
16430,SO57704,2457.33,5/9/2013,123
16536,SO59174,27.28,5/31/2013,1
13403,SO47298,2181.5625,2/23/2012,109
22851,SO48157,2181.5625,5/10/2012,109
18092,SO72180,1789.45,12/2/2013,89
13550,SO54792,69.99,3/21/2013,3
20859,SO58139,1725.98,5/17/2013,86
14038,SO63410,2376.96,8/1/2013,119
27721,SO68961,166.28,10/23/2013,8
27833,SO71049,21.49,11/18/2013,1
25895,SO63938,1249.84,8/9/2013,62
17697,SO74956,4.99,1/23/2014,0
17821,SO56412,6.28,4/18/2013,0
14277,SO58701,805.33,5/26/2013,40
11189,SO45500,3578.27,8/26/2011,179
12036,SO59343,27.28,6/3/2013,1
24350,SO57388,71.58,5/3/2013,4
24516,SO52426,38.88,2/8/2013,2
14781,SO73141,56.97,12/15/2013,3
23667,SO73697,2398.05,12/22/2013,120
11930,SO45915,3399.99,10/14/2011,170
11022,SO51556,2322.28,1/20/2013,116
13206,SO52901,69.97,2/17/2013,3
26997,SO58578,1149.47,5/24/2013,57
27183,SO59399,1147.77,6/3/2013,57
29468,SO59484,2428.05,6/4/2013,121
23685,SO65692,29.99,9/4/2013,1
22519,SO69734,921.77,10/31/2013,46
27965,SO54145,565.47,3/9/2013,28
23527,SO59145,56.97,5/31/2013,3
14939,SO60971,2369.97,6/27/2013,118
27619,SO61931,33.98,7/11/2013,2
23933,SO63943,563.77,8/9/2013,28
21897,SO67748,2466.32,10/4/2013,123
17799,SO49994,2181.5625,10/8/2012,109
13097,SO55908,21.98,4/8/2013,1
16174,SO60387,47.97,6/18/2013,2
26112,SO64111,2419.06,8/12/2013,121
28641,SO65965,83.97,9/8/2013,4
21169,SO46926,2181.5625,1/28/2012,109
17298,SO61104,120.46,6/29/2013,6
18875,SO65657,75.97,9/3/2013,4
13794,SO72912,1263.82,12/12/2013,63
15160,SO75105,98.96,1/28/2014,5
13779,SO46712,2181.5625,1/2/2012,109
15119,SO58616,36.27,5/25/2013,2
25212,SO70826,27.77,11/15/2013,1
16803,SO51458,1759.97,1/14/2013,88
25178,SO74385,36.59,1/5/2014,2
14956,SO54600,567.27,3/18/2013,28
24868,SO62294,2501.31,7/17/2013,125
28272,SO70626,111.95,11/12/2013,6
11604,SO54267,2343.96,3/12/2013,117
16759,SO68977,7.28,10/23/2013,0
18199,SO61377,8.99,7/2/2013,0
14566,SO67378,126.94,9/29/2013,6
16641,SO69218,2391.43,10/26/2013,120
28945,SO56496,68.97,4/20/2013,3
14860,SO60768,27.28,6/24/2013,1
17283,SO62167,58.98,7/15/2013,3
27860,SO73619,615.47,12/21/2013,31
24252,SO50079,2181.5625,10/15/2012,109
16168,SO55183,45.22,3/29/2013,2
11032,SO44021,3374.99,2/18/2011,169
19782,SO45639,3578.27,9/6/2011,179
18731,SO45236,3578.27,7/27/2011,179
11252,SO45434,3578.27,8/14/2011,179
14120,SO48223,1000.4375,5/22/2012,50
24549,SO56764,2514.93,4/25/2013,126
20672,SO57574,1750.98,5/6/2013,88
11375,SO68592,13.98,10/17/2013,1
13218,SO69910,85.48,11/2/2013,4
13842,SO44917,3578.27,6/15/2011,179
24418,SO46513,3578.27,12/17/2011,179
11223,SO62159,49.99,7/15/2013,2
12695,SO57754,159,5/10/2013,8
21483,SO68530,1205.47,10/16/2013,60
12529,SO74838,85.48,1/19/2014,4
28298,SO51330,1249.84,1/6/2013,62
17129,SO58519,1735.98,5/23/2013,87
16429,SO62540,2514.93,7/21/2013,126
14146,SO68481,2344.96,10/16/2013,117
15180,SO68936,2394.97,10/22/2013,120
16109,SO69128,548.98,10/25/2013,27
13793,SO46847,2181.5625,1/18/2012,109
15638,SO46269,3578.27,11/19/2011,179
13905,SO50167,2181.5625,10/25/2012,109
27835,SO53225,43.46,2/23/2013,2
18014,SO55775,93.49,4/6/2013,5
24898,SO56701,7.28,4/24/2013,0
13084,SO59827,1798.96,6/9/2013,90
29104,SO70185,78.98,11/6/2013,4
18230,SO71303,4.99,11/22/2013,0
13441,SO71977,46.47,11/29/2013,2
19353,SO73090,1700.99,12/14/2013,85
11276,SO73815,32.6,12/24/2013,2
16707,SO44035,3578.27,2/21/2011,179
11646,SO62796,59.49,7/25/2013,3
17184,SO49410,2443.35,8/24/2012,122
14029,SO75107,56.97,1/28/2014,3
12264,SO47799,2049.0982,4/10/2012,102
26560,SO48533,782.99,6/10/2012,39
12723,SO53433,68.97,2/27/2013,3
11829,SO54330,53.99,3/13/2013,3
13351,SO57670,2294.99,5/8/2013,115
11058,SO59464,2473.05,6/4/2013,124
21833,SO72658,2294.99,12/9/2013,115
11142,SO74272,74.98,1/1/2014,4
13279,SO47104,2181.5625,2/2/2012,109
13968,SO54769,791.32,3/20/2013,40
22708,SO66122,88.97,9/10/2013,4
23660,SO49660,2181.5625,9/8/2012,109
20876,SO68878,1155.48,10/21/2013,58
18933,SO63904,59.98,8/9/2013,3
16623,SO72624,2394.97,12/8/2013,120
20469,SO73279,49.97,12/17/2013,2
28533,SO52166,4.99,2/3/2013,0
11981,SO75119,42.28,1/28/2014,2
13873,SO49227,2443.35,8/5/2012,122
22414,SO51373,574.98,1/8/2013,29
17405,SO60557,1725.48,6/20/2013,86
27674,SO64624,23.78,8/20/2013,1
25072,SO73400,2469.05,12/18/2013,123
19620,SO45742,3578.27,9/22/2011,179
16083,SO60416,561.97,6/18/2013,28
12126,SO64276,27.77,8/15/2013,1
12434,SO71180,74.98,11/20/2013,4
18745,SO72643,75.97,12/9/2013,4
14519,SO54340,80.96,3/13/2013,4
25850,SO58610,64.47,5/25/2013,3
14861,SO45188,3578.27,7/19/2011,179
14279,SO49634,2049.0982,9/6/2012,102
16326,SO55945,24.99,4/9/2013,1
15445,SO60995,64.97,6/27/2013,3
11893,SO45601,3374.99,8/31/2011,169
20053,SO60868,36.27,6/25/2013,2
23333,SO61986,119.96,7/12/2013,6
15740,SO66602,39.98,9/18/2013,2
23838,SO71208,539.99,11/20/2013,27
11276,SO73352,15.23,12/18/2013,1
19597,SO74187,25.48,12/30/2013,1
18077,SO74521,78.98,1/9/2014,4
20296,SO59132,1145.48,5/30/2013,57
12294,SO64342,21.49,8/16/2013,1
25200,SO73881,100.09,12/25/2013,5
22112,SO44261,3578.27,3/27/2011,179
17147,SO63614,1700.99,8/4/2013,85
15535,SO65604,2316.97,9/2/2013,116
14966,SO48459,2181.5625,6/5/2012,109
13207,SO67881,85.48,10/6/2013,4
18620,SO50626,2181.5625,11/26/2012,109
23184,SO58792,45.22,5/28/2013,2
22577,SO48284,2181.5625,5/29/2012,109
17716,SO48841,1000.4375,7/6/2012,50
19005,SO53150,94.48,2/22/2013,5
15828,SO57310,49.96,5/2/2013,2
15129,SO67187,2294.99,9/27/2013,115
26467,SO72079,32.27,12/1/2013,2
26687,SO61392,24.99,7/2/2013,1
15284,SO47089,782.99,1/31/2012,39
12061,SO52381,37.27,2/7/2013,2
14463,SO54065,67.93,3/8/2013,3
21846,SO54454,39.98,3/15/2013,2
17862,SO66073,1750.98,9/9/2013,88
13255,SO53448,588.96,2/27/2013,29
18090,SO56566,21.98,4/21/2013,1
17797,SO63458,64.97,8/2/2013,3
17949,SO71748,786.33,11/28/2013,39
16525,SO43763,3578.27,1/14/2011,179
11494,SO52282,2329.98,2/5/2013,116
25254,SO63308,51.96,7/31/2013,3
28349,SO68817,39.98,10/21/2013,2
12663,SO70982,68.97,11/17/2013,3
12039,SO63756,2443.55,8/6/2013,122
27137,SO64375,617.47,8/16/2013,31
21390,SO72582,32.28,12/8/2013,2
13903,SO49910,2181.5625,9/29/2012,109
15357,SO62177,2369.96,7/15/2013,118
16906,SO63979,2359.98,8/10/2013,118
11176,SO52708,65.97,2/13/2013,3
14692,SO70557,36.27,11/11/2013,2
23218,SO73144,38.98,12/15/2013,2
12795,SO74290,119.98,1/2/2014,6
23031,SO64323,69.97,8/16/2013,3
23615,SO67531,32.28,10/1/2013,2
13508,SO52246,128.97,2/4/2013,6
23102,SO62231,548.98,7/15/2013,27
13619,SO62567,2325.96,7/21/2013,116
18957,SO51625,589.26,1/24/2013,29
12750,SO55146,2309.97,3/28/2013,115
12038,SO61976,64.47,7/12/2013,3
14902,SO67545,839.48,10/1/2013,42
12526,SO67548,850.3,10/1/2013,43
13233,SO69985,2405.95,11/3/2013,120
14699,SO61623,78.98,7/6/2013,4
19749,SO64425,682.92,8/17/2013,34
20189,SO66395,4.99,9/15/2013,0
18197,SO52974,8.99,2/19/2013,0
11164,SO56861,6.28,4/27/2013,0
28035,SO56977,69.99,4/29/2013,3
18536,SO70334,54.98,11/8/2013,3
18931,SO45190,3578.27,7/19/2011,179
12989,SO47744,2049.0982,3/31/2012,102
17157,SO69623,2334.98,10/29/2013,117
11420,SO50380,2071.4196,11/1/2012,104
19968,SO45864,3578.27,10/7/2011,179
13461,SO47733,2181.5625,3/30/2012,109
17506,SO52183,12.94,2/3/2013,1
11505,SO57857,24.99,5/12/2013,1
13348,SO58527,2433.47,5/23/2013,122
14295,SO58800,56.97,5/28/2013,3
15850,SO61580,2374.98,7/5/2013,119
11958,SO70453,84.98,11/10/2013,4
11215,SO56029,53.99,4/11/2013,3
22367,SO56812,69.97,4/26/2013,3
11246,SO66482,2419.06,9/16/2013,121
11638,SO68712,74.98,10/19/2013,4
13412,SO73548,36.27,12/20/2013,2
12369,SO67021,2.29,9/25/2013,0
14808,SO70412,44.22,11/9/2013,2
19563,SO45481,3578.27,8/23/2011,179
28192,SO68829,30.48,10/21/2013,2
13775,SO73460,68.97,12/19/2013,3
18308,SO44884,3578.27,6/10/2011,179
25958,SO46754,782.99,1/7/2012,39
23310,SO48958,2181.5625,7/20/2012,109
17952,SO51039,2181.5625,12/24/2012,109
16852,SO68441,2405.47,10/15/2013,120
25378,SO53091,38.88,2/21/2013,2
12241,SO60553,589.47,6/20/2013,29
18227,SO67405,1729.97,9/29/2013,86
27737,SO58427,23.78,5/22/2013,1
17733,SO62519,1179.97,7/20/2013,59
24217,SO65873,1209.47,9/6/2013,60
20217,SO45888,3578.27,10/10/2011,179
11603,SO46845,2049.0982,1/18/2012,102
23414,SO54527,1209.47,3/17/2013,60
12992,SO63825,114.96,8/8/2013,6
12670,SO66262,2384.07,9/12/2013,119
25179,SO67033,71.58,9/25/2013,4
17579,SO72667,94.46,12/9/2013,5
19118,SO59570,1120.49,6/5/2013,56
13124,SO70382,62.94,11/9/2013,3
16378,SO73058,13.98,12/14/2013,1
27469,SO50614,782.99,11/24/2012,39
11623,SO56836,2369.97,4/26/2013,118
15904,SO50514,782.99,11/15/2012,39
12225,SO58019,2309.97,5/15/2013,115
20906,SO72470,32.28,12/6/2013,2
15807,SO72963,45.58,12/13/2013,2
11530,SO61286,34.98,6/30/2013,2
24121,SO68804,539.99,10/20/2013,27
16892,SO69130,2341.97,10/25/2013,117
28708,SO47785,2071.4196,4/7/2012,104
26423,SO48236,782.99,5/23/2012,39
18216,SO53194,8.99,2/23/2013,0
29440,SO72230,36.27,12/3/2013,2
13963,SO74620,64.97,1/13/2014,3
16412,SO50054,2443.35,10/14/2012,122
20279,SO54490,144.47,3/16/2013,7
11240,SO57953,578.46,5/13/2013,29
11520,SO61126,93.49,6/29/2013,5
16523,SO43806,3578.27,1/22/2011,179
23648,SO49422,2443.35,8/24/2012,122
12124,SO54111,2339.97,3/9/2013,117
16266,SO61567,63.97,7/5/2013,3
17923,SO69066,1174.48,10/24/2013,59
28212,SO56473,619.46,4/19/2013,31
19987,SO45106,3374.99,7/6/2011,169
19041,SO46532,699.0982,12/19/2011,35
21882,SO47656,2443.35,3/29/2012,122
26235,SO50019,2181.5625,10/10/2012,109
15237,SO59417,34.99,6/4/2013,2
11753,SO56440,7.95,4/19/2013,0
24947,SO59306,39.98,6/2/2013,2
13588,SO70909,14.98,11/16/2013,1
26309,SO47516,2049.0982,3/9/2012,102
11181,SO61929,3.99,7/11/2013,0
25921,SO69780,553.97,10/31/2013,28
12418,SO70218,2391.45,11/6/2013,120
19937,SO74356,72.96,1/4/2014,4
27275,SO50644,2049.0982,11/27/2012,102
11640,SO54441,75.48,3/15/2013,4
25368,SO55671,1283.82,4/4/2013,64
17667,SO64291,1760.47,8/15/2013,88
16206,SO47845,2443.35,4/15/2012,122
13258,SO58587,2362.27,5/25/2013,118
28582,SO67216,34.99,9/28/2013,2
11532,SO74059,42.28,12/27/2013,2
24161,SO50140,2443.35,10/22/2012,122
14117,SO60096,2351.96,6/13/2013,118
17228,SO62949,49.99,7/28/2013,2
28119,SO72788,574.98,12/10/2013,29
15338,SO47842,782.99,4/14/2012,39
13227,SO56211,71.97,4/14/2013,4
26837,SO57952,548.98,5/13/2013,27
15697,SO61382,2331.95,7/2/2013,117
17770,SO49706,1000.4375,9/14/2012,50
18338,SO44835,3578.27,6/4/2011,179
25568,SO44943,699.0982,6/18/2011,35
17171,SO69984,2439.99,11/3/2013,122
18337,SO44830,3578.27,6/3/2011,179
12495,SO49747,2071.4196,9/18/2012,104
19381,SO49758,782.99,9/20/2012,39
24404,SO51598,2384.07,1/22/2013,119
19610,SO57196,68.97,4/30/2013,3
24168,SO66927,608.96,9/23/2013,30
20575,SO46475,699.0982,12/11/2011,35
14502,SO54617,14.98,3/18/2013,1
24136,SO55554,2413.06,4/2/2013,121
15844,SO66994,2351.96,9/24/2013,118
24091,SO71502,2478.34,11/25/2013,124
21886,SO67893,2514.93,10/6/2013,126
27191,SO74825,29.48,1/19/2014,1
16512,SO47650,2443.35,3/29/2012,122
15310,SO61053,17.27,6/28/2013,1
21682,SO67812,7.28,10/5/2013,0
28938,SO69951,9.99,11/3/2013,0
16447,SO58846,819.46,5/29/2013,41
11212,SO66105,69.97,9/10/2013,3
13728,SO73997,2436.45,12/26/2013,122
23923,SO60312,1174.48,6/16/2013,59
19340,SO66413,1223.84,9/15/2013,61
22908,SO72486,2479.94,12/6/2013,124
15282,SO67870,7.28,10/6/2013,0
16605,SO54192,27.28,3/11/2013,1
13680,SO63701,2369.97,8/6/2013,118
27920,SO70303,2419.06,11/7/2013,121
16627,SO61109,34.89,6/29/2013,2
15960,SO73895,4.99,12/25/2013,0
26053,SO54677,27.28,3/19/2013,1
13410,SO59684,14.98,6/7/2013,1
18743,SO69573,10.24,10/29/2013,1
18979,SO72717,1749.96,12/9/2013,87
16026,SO73475,1754.98,12/19/2013,88
24031,SO59340,1170.48,6/2/2013,59
11364,SO68469,804.48,10/16/2013,40
15149,SO70943,28.98,11/17/2013,1
11676,SO72686,37.29,12/9/2013,2
23400,SO73204,29.99,12/16/2013,1
17960,SO49692,2181.5625,9/13/2012,109
19633,SO60210,59.98,6/15/2013,3
17284,SO52287,31.27,2/5/2013,2
17554,SO52801,39.98,2/15/2013,2
22097,SO52866,61.96,2/16/2013,3
19817,SO68421,78.96,10/15/2013,4
18073,SO74865,13.98,1/20/2014,1
29482,SO49746,2049.0982,9/18/2012,102
16823,SO67014,2473.04,9/24/2013,124
20431,SO67102,14.98,9/26/2013,1
13141,SO68403,78.98,10/15/2013,4
18213,SO44634,3578.27,5/11/2011,179
14138,SO44838,3578.27,6/5/2011,179
20142,SO52051,3.99,1/31/2013,0
14739,SO66476,801.77,9/16/2013,40
14988,SO74238,35,12/31/2013,2
16870,SO52178,39.47,2/3/2013,2
21165,SO63868,2492.32,8/8/2013,125
16864,SO69215,2369.97,10/26/2013,118
13022,SO47746,2049.0982,3/31/2012,102
28003,SO53022,4.99,2/20/2013,0
23240,SO67099,69.97,9/26/2013,3
16560,SO73802,2452.34,12/24/2013,123
26224,SO53861,777.34,3/4/2013,39
22567,SO59793,23.78,6/9/2013,1
11329,SO45760,3578.27,9/25/2011,179
11187,SO55563,67.49,4/3/2013,3
29318,SO57735,2384.07,5/9/2013,119
19099,SO45479,3578.27,8/23/2011,179
20631,SO61101,71.96,6/29/2013,4
21761,SO62254,134.98,7/16/2013,7
22994,SO65016,539.99,8/26/2013,27
11262,SO54218,103.96,3/11/2013,5
23997,SO56342,39.98,4/17/2013,2
12916,SO65900,119.98,9/7/2013,6
14873,SO66240,21.98,9/12/2013,1
14565,SO43943,699.0982,2/3/2011,35
11101,SO61165,2422.54,6/29/2013,121
21734,SO74430,14.98,1/6/2014,1
13592,SO46711,2443.35,1/2/2012,122
14906,SO74661,45.58,1/14/2014,2
12754,SO45859,3578.27,10/6/2011,179
13419,SO47167,2181.5625,2/10/2012,109
17262,SO59134,1735.98,5/30/2013,87
11200,SO60395,3.99,6/18/2013,0
28139,SO65507,127.28,9/1/2013,6
11819,SO52823,42.28,2/15/2013,2
11074,SO54893,49.97,3/23/2013,2
14024,SO55720,902.46,4/5/2013,45
15219,SO50448,2049.0982,11/7/2012,102
25720,SO55503,2433.04,4/1/2013,122
29255,SO45079,3578.27,7/1/2011,179
25909,SO66068,1283.82,9/9/2013,64
11802,SO72083,32.28,12/1/2013,2
15062,SO73509,2354.98,12/20/2013,118
17647,SO48453,1000.4375,6/4/2012,50
27555,SO50895,2049.0982,12/10/2012,102
23541,SO56796,1155.48,4/26/2013,58
25734,SO60760,2384.07,6/23/2013,119
27895,SO73160,811.32,12/15/2013,41
