CustomerID,SalesOrderNumber,SalesAmount,OrderDate,Quantity,Unit Price
27814,SO54507,182.78,3/16/2013,5,40.59858719820076
24050,SO62579,1164.47,7/21/2013,20,57.237513463739496
22971,SO45123,3578.27,7/9/2011,365,9.804444863301741
19564,SO45480,3578.27,8/23/2011,79,45.481517605461924
14313,SO64953,63.97,8/26/2013,1,84.07453626779453
14775,SO45632,3578.27,9/5/2011,44,81.53663650951748
21221,SO63009,29.99,7/29/2013,1,26.310263091084995
27592,SO63950,4.99,8/10/2013,0,26.477511746003454
11497,SO70059,34.99,11/4/2013,0,82.64400466
25889,SO44186,3399.99,3/12/2011,36,93.38784991608593
26304,SO47342,2049.0982,2/28/2012,146,14.059287520935337
12169,SO54644,2369.97,3/18/2013,50,47.75557075
28353,SO63000,548.98,7/28/2013,15,37.05815650160175
12862,SO67873,117.58,10/6/2013,1,87.71540326845674
16989,SO71598,2319.99,11/26/2013,179,12.934866894601782
20313,SO72149,94.48,12/2/2013,4,25.056964543013553
11330,SO52634,14.98,2/12/2013,0,76.48449207071697
20820,SO54362,565.47,3/13/2013,57,9.872915653
18629,SO64641,24.99,8/20/2013,0,51.79086116785748
15651,SO71511,564.99,11/25/2013,12,47.00016829
12021,SO57945,643.47,5/13/2013,18,36.76811200393112
14442,SO62331,2369.97,7/17/2013,56,42.48436995529776
11159,SO70285,42.28,11/7/2013,1,55.34435575837213
11413,SO45402,3399.99,8/10/2011,167,20.329899046896397
12327,SO52315,8.99,2/5/2013,0,59.33960843694131
11886,SO60359,2319.26,6/17/2013,28,81.51607128
21626,SO66165,134.98,9/11/2013,2,77.21528833
14229,SO58137,49.99,5/17/2013,3,19.62049095
22239,SO61334,32.28,7/1/2013,2,19.17869962544002
14419,SO62271,2370.96,7/16/2013,78,30.476564935766767
12650,SO45861,3578.27,10/6/2011,91,39.302099002398535
19962,SO56608,16.27,4/22/2013,0,43.80328023380584
20270,SO56623,78.98,4/22/2013,1,69.5712356
15830,SO51008,2071.4196,12/20/2012,199,10.384641055754363
23693,SO62043,119.96,7/13/2013,14,8.293906901476307
15577,SO64061,59.48,8/12/2013,1,42.23150347967136
11310,SO64074,2.29,8/12/2013,0,71.23055075310815
12301,SO71190,2419.06,11/20/2013,103,23.376357580865843
11541,SO45670,3578.27,9/12/2011,54,65.94292571934392
24503,SO63104,1174.48,7/30/2013,40,29.68367310432845
17221,SO63495,2442.03,8/2/2013,27,89.17818033728405
23827,SO72300,13.98,12/4/2013,0,90.09054470532857
24525,SO54223,7.28,3/11/2013,0,33.242284406726014
14529,SO56162,195.59,4/13/2013,7,26.84940662650785
29098,SO63478,628.97,8/2/2013,14,44.07387734629197
29025,SO53199,27.28,2/23/2013,1,27.850500592114127
11651,SO54017,35,3/7/2013,1,68.87646511271186
23761,SO60669,68.97,6/22/2013,1,83.47614503208712
16756,SO68511,2395.96,10/16/2013,35,68.94375243656562
26799,SO70770,28.99,11/14/2013,0,83.31329249
24657,SO71642,100.09,11/27/2013,2,42.71425540971004
14771,SO55601,756.33,4/3/2013,38,19.85011221734178
12934,SO56007,2369.97,4/10/2013,32,75.10534000277126
21768,SO56212,539.99,4/14/2013,14,39.24507798844762
11820,SO56614,32.27,4/22/2013,0,68.7707284
12097,SO58372,69.97,5/21/2013,2,30.711174488267737
25919,SO71752,548.98,11/28/2013,43,12.716815306633904
15088,SO74039,2317.92,12/27/2013,23,99.29527057133753
13056,SO46745,2443.35,1/6/2012,123,19.83914325340693
20885,SO48806,782.99,7/1/2012,8,98.89999443
26057,SO62682,2527.52,7/23/2013,26,97.84159359381249
12880,SO68654,35,10/18/2013,0,80.41271987126376
19858,SO72210,94.48,12/3/2013,1,67.64518139778977
11991,SO73503,2433.04,12/19/2013,41,59.891669773853046
27161,SO71747,1236.78,11/28/2013,14,87.27964681089429
19441,SO50110,782.99,10/20/2012,24,32.49675455385135
21959,SO70377,2520.83,11/9/2013,51,49.42971518606332
28078,SO44017,3578.27,2/18/2011,56,63.84204708981768
19576,SO45421,3578.27,8/11/2011,81,44.063095207601656
19287,SO48258,782.99,5/26/2012,17,45.61121313857546
16172,SO63434,94.46,8/2/2013,3,36.377043412698015
12424,SO64928,99.47,8/25/2013,2,58.60202258503092
14780,SO69280,7.28,10/27/2013,0,85.80458016143602
22062,SO73573,1120.49,12/20/2013,46,24.14519591059972
18857,SO73576,1735.98,12/20/2013,19,93.77113868157693
24775,SO75072,36.59,1/27/2014,1,70.46332710608182
12519,SO57817,21.49,5/11/2013,0,83.21095520460287
19954,SO60187,13.98,6/15/2013,0,57.8381158
27889,SO69120,71.58,10/25/2013,1,79.05408663528603
22509,SO70385,804.47,11/9/2013,123,6.539037747249385
13973,SO72707,2349.98,12/9/2013,28,82.74614035405584
14641,SO55888,49.97,4/8/2013,6,8.813191613109819
13150,SO61375,34.99,7/2/2013,0,89.54177075447194
23545,SO64358,1700.99,8/16/2013,17,99.23646098767111
13196,SO68004,56.97,10/8/2013,2,32.93640890679389
27339,SO55603,553.97,4/3/2013,22,24.980262847150396
28932,SO72860,93.97,12/12/2013,1,77.70951956651386
15547,SO73912,804.48,12/25/2013,28,29.037502387424055
20162,SO56014,1183.47,4/10/2013,14,87.22842640135933
12297,SO70432,2398.05,11/9/2013,162,14.770046254960288
24964,SO74763,121.57,1/17/2014,7,16.965743656039034
29219,SO74883,27.28,1/21/2014,0,98.01939773455848
13567,SO44158,3578.27,3/5/2011,52,69.01469533565044
22319,SO58635,553.97,5/25/2013,6,85.45428632075051
13001,SO68088,2418.05,10/9/2013,68,35.81129084839421
11126,SO70014,778.62,11/3/2013,11,69.26595620445742
26854,SO70017,1714.97,11/4/2013,28,61.45297359431673
13253,SO50390,2071.4196,11/2/2012,33,62.299261411679964
29009,SO62098,28.98,7/14/2013,0,69.84058365608355
15086,SO64841,2407.04,8/23/2013,40,59.65912144726436
16085,SO59373,56.97,6/3/2013,1,45.760925083753264
22737,SO60063,165.22,6/13/2013,5,31.21265596615195
26806,SO64269,4.99,8/15/2013,0,78.01522643675419
24985,SO65822,96.07,9/6/2013,4,26.49588085030269
15616,SO66801,27.28,9/21/2013,0,70.77365908466935
24264,SO68290,71.58,10/13/2013,3,27.16661815168603
14408,SO72464,65.96,12/6/2013,1,64.40636614567312
11046,SO43960,3374.99,2/6/2011,44,75.97243537725775
21687,SO68699,23.97,10/19/2013,1,25.777819446121224
22179,SO60182,21.98,6/15/2013,2,10.694613581824287
20578,SO73544,31.27,12/20/2013,2,17.442505584446536
23316,SO48870,2181.5625,7/9/2012,35,62.56971189074742
15647,SO50437,2049.0982,11/6/2012,24,85.69740859144487
19605,SO45459,3578.27,8/19/2011,386,9.274698017365315
12331,SO53907,49.99,3/5/2013,1,74.74436960895639
17651,SO54419,780.82,3/14/2013,21,37.42527136525495
12823,SO73829,38.88,12/24/2013,1,50.46019514235464
27486,SO51035,782.99,12/23/2012,8,93.24165723532873
11253,SO55190,88.97,3/29/2013,2,36.53729294990532
15315,SO55895,4.99,4/8/2013,0,49.207008724251175
19423,SO54312,1155.48,3/12/2013,183,6.299829402264705
24476,SO59125,1120.49,5/30/2013,88,12.751878400459645
11632,SO65103,162.99,8/28/2013,6,29.566201157804482
18802,SO71618,1793.47,11/26/2013,235,7.645962878002068
29072,SO73820,128.97,12/24/2013,2,64.98065597458384
13155,SO73954,8.99,12/26/2013,0,45.50784389615414
13127,SO67495,54.99,10/1/2013,1,57.07379425916209
22532,SO72224,4.99,12/3/2013,0,21.591482660151307
14797,SO45749,3578.27,9/23/2011,108,33.11354279647853
26299,SO72927,1347.79,12/12/2013,20,68.06332511100888
12398,SO44929,3578.27,6/17/2011,37,96.70375874488798
12102,SO46177,3578.27,11/7/2011,366,9.789593492209875
27631,SO54538,33.98,3/17/2013,0,89.58651048125027
15519,SO56877,21.98,4/27/2013,0,59.803714124564806
14585,SO62664,2316.97,7/23/2013,40,58.57235884178425
19722,SO63098,586.46,7/30/2013,11,52.52646084473723
11558,SO72032,21.49,11/30/2013,2,11.592438160897423
14173,SO58612,38.88,5/25/2013,3,13.538300914935263
20209,SO68143,1219.45,10/10/2013,20,62.08664053761318
12843,SO72285,2439.99,12/4/2013,65,37.39106428637804
15040,SO50120,2071.4196,10/21/2012,22,92.14046632487967
27513,SO61597,563.77,7/5/2013,13,43.62610104914987
22984,SO73525,34.98,12/20/2013,2,18.611738576750902
22148,SO60645,69.99,6/22/2013,1,72.89828918269342
15491,SO63339,2398.47,7/31/2013,73,32.86857503689593
26632,SO66622,777.34,9/18/2013,14,54.91967919880985
27946,SO71143,1143.46,11/19/2013,16,71.29411462299116
16189,SO72612,39.98,12/8/2013,0,90.52509056419669
21537,SO72657,2319.99,12/9/2013,29,80.25816350615924
13595,SO64250,2479.94,8/15/2013,36,69.25430144790879
12712,SO67024,2391.96,9/25/2013,34,69.56515232753864
11446,SO44947,3399.99,6/18/2011,36,94.86284118304822
15320,SO47585,782.99,3/18/2012,24,33.103289262170925
15961,SO50831,782.99,12/4/2012,153,5.105648948637803
16331,SO54114,38.88,3/9/2013,1,30.835683142828874
12845,SO58445,75.97,5/22/2013,3,25.69968106454068
12746,SO69698,36.27,10/30/2013,1,67.87428558582982
11240,SO51205,2369.96,12/30/2012,36,65.20260197772527
19584,SO52293,88.97,2/5/2013,1,61.378831356948766
25682,SO58745,38.98,5/27/2013,6,6.543127104898101
13981,SO62471,35.23,7/20/2013,0,74.23391517
16052,SO49613,2181.5625,9/4/2012,61,35.735389186121694
20089,SO62313,4.99,7/17/2013,0,68.18031895562996
28710,SO63463,33.98,8/2/2013,1,57.87495070770456
26198,SO65574,27.28,9/2/2013,1,37.55943791565118
20561,SO73424,2439.99,12/19/2013,137,17.784745374890235
11270,SO51346,2405.95,1/7/2013,172,13.96979527774569
13750,SO59736,71.97,6/8/2013,1,83.99424164566123
11672,SO62795,59.49,7/25/2013,1,92.2477665
15056,SO45425,3578.27,8/13/2011,54,66.72986444260846
19424,SO48848,1000.4375,7/7/2012,67,14.82624091174592
12484,SO49781,2049.0982,9/24/2012,47,43.19258560438287
11215,SO58848,38.98,5/29/2013,1,74.24922400998993
26171,SO59514,27.28,6/5/2013,0,79.08298398095647
25345,SO66039,24.99,9/9/2013,2,16.230769117653416
11980,SO71735,99.47,11/28/2013,20,5.00291829
12165,SO51990,159.47,1/30/2013,2,72.65301935865747
16301,SO54502,72.96,3/16/2013,2,38.87663671868953
12599,SO63981,1228.83,8/10/2013,42,29.175726503734722
19674,SO67488,42.28,10/1/2013,7,6.225259630004917
17819,SO74613,3.99,1/12/2014,0,56.32844364234247
28645,SO44593,3578.27,5/5/2011,42,85.85931986546827
13062,SO46679,2181.5625,12/29/2011,23,95.97500639589585
12222,SO47554,2049.0982,3/13/2012,35,58.74577030826248
16041,SO51949,64.97,1/29/2013,1,53.873826135289946
13240,SO65486,21.98,8/31/2013,2,13.080356621477906
18420,SO72550,2414.99,12/7/2013,42,57.14291614654698
28363,SO45379,3578.27,8/6/2011,87,41.09801250171249
11546,SO50808,2071.4196,12/2/2012,33,62.67785168393981
24839,SO51951,33.43,1/29/2013,1,41.92900304827194
21027,SO59502,1754.98,6/5/2013,63,27.82841672778484
18500,SO72808,39.98,12/11/2013,3,14.021701146695767
28234,SO73622,2398.05,12/21/2013,69,34.91725224
22373,SO65499,2398.05,8/31/2013,169,14.181259257336466
13477,SO47949,2181.5625,4/28/2012,100,21.805210328278473
26655,SO48987,782.99,7/22/2012,8,98.79693506505686
27504,SO50860,2071.4196,12/7/2012,44,47.18983790612877
18298,SO62401,21.98,7/19/2013,0,55.52781781797657
28329,SO66087,6.28,9/10/2013,0,87.99376023003546
25357,SO67984,147.28,10/8/2013,1,99.57904554661535
13220,SO46694,2181.5625,12/31/2011,36,60.357872687744745
16204,SO49717,2443.35,9/15/2012,30,82.185013
25432,SO62278,1249.84,7/16/2013,35,36.05939731198415
14515,SO68438,56.97,10/15/2013,2,34.045675957492655
24241,SO49959,2443.35,10/4/2012,56,43.25685349448322
11686,SO56734,74.98,4/24/2013,1,68.88818995399666
19621,SO57522,2443.35,5/5/2013,35,69.80821047923439
13853,SO73007,2329.98,12/13/2013,67,34.947746291697825
23067,SO59158,84.97,5/31/2013,5,17.654942792979725
12901,SO65490,2338.97,8/31/2013,36,65.07764436422332
22109,SO51402,2393.06,1/10/2013,139,17.19095690793263
29295,SO57002,2384.07,4/29/2013,40,59.95678828178636
23196,SO59600,39.98,6/6/2013,1,70.87510216534935
21985,SO47768,2181.5625,4/4/2012,30,71.55809216
18247,SO68958,75.97,10/23/2013,1,76.57985051
11291,SO45624,3578.27,9/4/2011,41,87.92164504873813
20104,SO52629,27.28,2/12/2013,1,52.49610424
23794,SO67634,1249.84,10/2/2013,17,74.37367300530926
16978,SO54282,4.99,3/12/2013,0,63.82140985975449
20476,SO59319,2521.31,6/2/2013,111,22.730794280779843
22934,SO48619,2443.35,6/18/2012,328,7.440516262593776
29389,SO54374,539.99,3/13/2013,17,32.03143163930871
25050,SO57364,2419.06,5/2/2013,51,47.08820210207384
16430,SO50552,2181.5625,11/19/2012,34,63.62506472072235
25503,SO61701,48.97,7/7/2013,1,85.7461364
23885,SO73704,539.99,12/22/2013,23,23.643343087085736
21053,SO50132,782.99,10/22/2012,46,16.927230040355326
26040,SO61778,574.98,7/8/2013,6,96.53059501006112
11855,SO66156,49.99,9/11/2013,3,15.264233140758675
25280,SO73733,38.88,12/23/2013,1,50.45665166018297
25133,SO50436,1000.4375,11/6/2012,17,60.62855423536368
15101,SO53919,2419.06,3/5/2013,43,56.430569986206635
29395,SO72382,13.98,12/5/2013,1,13.173054918129605
12684,SO47143,2049.0982,2/6/2012,197,10.417556830343841
11382,SO50404,2049.0982,11/3/2012,136,15.02092560879839
21654,SO54521,603.96,3/16/2013,10,60.63082996789819
11563,SO61578,53.99,7/5/2013,1,56.71276433
19109,SO73173,1728.27,12/15/2013,64,27.205375243490703
15369,SO63980,2344.96,8/10/2013,36,65.58854347533119
22342,SO67513,68.97,10/1/2013,1,82.90641269528669
20235,SO72958,34.98,12/13/2013,4,8.950001185426409
17031,SO55942,13.98,4/9/2013,0,52.32234463706403
16307,SO68860,2384.07,10/21/2013,34,70.48448914975557
16669,SO69892,4.99,11/2/2013,0,28.969633071620272
12822,SO71589,75.97,11/26/2013,2,34.23823600284916
20667,SO56052,1775.97,4/11/2013,28,63.29560078399146
28211,SO56060,539.99,4/11/2013,6,90.30385287715501
23890,SO64911,32.28,8/25/2013,0,81.94281992877544
11787,SO68268,34.99,10/13/2013,1,60.39737081446043
16953,SO52133,13.98,2/2/2013,0,74.37106318693867
13461,SO60234,2294.99,6/15/2013,58,39.658134669740875
18196,SO64776,554.97,8/22/2013,8,65.89172516938198
18132,SO66018,2334.97,9/9/2013,47,49.287251157117915
27972,SO71354,67.93,11/23/2013,3,23.043932963468286
25533,SO63034,27.77,7/29/2013,0,71.66513601833944
20745,SO74987,64.47,1/24/2014,1,57.86414054813809
20319,SO60175,1155.48,6/14/2013,30,39.06905028559118
12006,SO63013,24.49,7/29/2013,0,91.57722305746992
15845,SO66406,2461.97,9/15/2013,352,6.988741194
17208,SO62427,45.95,7/19/2013,1,34.998449368702126
14030,SO63738,2414.99,8/6/2013,232,10.403732788876423
27464,SO66575,6.28,9/18/2013,0,77.82009504105459
19022,SO67515,69.99,10/1/2013,1,71.70020814
16480,SO74588,68.97,1/12/2014,2,36.47846077995012
11250,SO44206,3399.99,3/17/2011,49,69.18797570967193
24738,SO63680,2433.04,8/5/2013,57,42.614036488615234
13830,SO72817,88.97,12/11/2013,1,76.84411018513126
13231,SO66525,127.95,9/17/2013,3,48.147447959987076
25704,SO67628,539.99,10/2/2013,12,44.16657414400823
14448,SO50486,1000.4375,11/11/2012,11,93.79934197
27638,SO59293,36.27,6/2/2013,1,28.833514489616523
13263,SO60251,2359.46,6/16/2013,143,16.442497299673718
11192,SO60704,38.98,6/23/2013,1,60.531595759648525
14105,SO56057,784.47,4/11/2013,8,97.08557217
13970,SO63411,2374.98,8/1/2013,58,40.89472530408273
14702,SO67850,2373.96,10/6/2013,218,10.893492544734244
13635,SO72735,120,12/10/2013,3,37.23400039440891
11006,SO43819,3399.99,1/24/2011,64,53.06350716035805
14525,SO44359,3578.27,4/8/2011,176,20.38268563
21766,SO54178,539.99,3/10/2013,8,67.51971071536674
12019,SO67058,74.98,9/25/2013,1,99.78619195596906
21856,SO68767,24.99,10/20/2013,1,47.91525021823716
17474,SO70212,2354.98,11/6/2013,61,38.69921289
22928,SO60054,58.98,6/13/2013,1,43.06689584927433
16683,SO58841,37.27,5/29/2013,2,15.938886947544107
14425,SO59904,2334.97,6/11/2013,26,88.91099213549126
17112,SO62366,6.28,7/18/2013,0,44.40843727452844
20700,SO63613,1243.44,8/4/2013,30,41.79106908535992
15840,SO66299,2297.28,9/13/2013,34,67.67057592839507
28224,SO73082,2438.06,12/14/2013,52,46.99317498845674
23413,SO53398,1174.48,2/27/2013,18,66.58217953674537
12301,SO57243,2322.28,5/1/2013,214,10.837397562424814
14185,SO61095,2344.96,6/29/2013,28,82.30371765
28549,SO61854,2418.05,7/9/2013,26,94.34787552354325
23259,SO70479,49.97,11/10/2013,1,66.63271168514166
18769,SO45182,3578.27,7/18/2011,37,95.68376324158702
28985,SO54897,53.47,3/23/2013,3,19.386069865146514
23969,SO62122,36.27,7/14/2013,1,50.354538
22753,SO63054,724.47,7/29/2013,12,62.17163972481749
13968,SO73694,2318.96,12/22/2013,38,60.264981505012734
26074,SO64920,7.28,8/25/2013,0,43.13886901345911
16617,SO66324,90.58,9/14/2013,2,37.11801888979483
19081,SO70196,32.27,11/6/2013,2,17.048282142289786
26924,SO73638,567.76,12/21/2013,13,42.21553280341643
24356,SO73701,615.47,12/22/2013,30,20.452777435021087
14143,SO74775,42.97,1/17/2014,1,74.76473926676074
16356,SO62196,7.28,7/15/2013,0,24.83893887198605
11638,SO68689,2.29,10/19/2013,0,10.563704002030716
11249,SO51247,2309.97,1/1/2013,40,57.47478309263726
23801,SO52794,82.59,2/15/2013,1,61.54682460834315
16689,SO64612,63.97,8/20/2013,1,87.83174082164803
14735,SO45385,699.0982,8/6/2011,12,59.813253179679776
26804,SO60778,44.22,6/24/2013,1,37.820681103727345
25271,SO65141,1155.48,8/28/2013,14,81.28612874500045
24257,SO67944,588.96,10/7/2013,10,56.32649485
12912,SO69061,2319.99,10/24/2013,185,12.531627039963215
28109,SO54314,778.62,3/12/2013,13,58.755803229758435
29391,SO44479,3374.99,4/30/2011,37,91.26176181505792
11539,SO45747,3578.27,9/23/2011,84,42.649699422330954
16340,SO55177,608.96,3/28/2013,18,33.15095118
11236,SO67680,74.98,10/3/2013,4,18.629598416711907
24587,SO73033,1700.99,12/14/2013,88,19.387324583858945
13203,SO46924,2181.5625,1/28/2012,47,46.11329101247279
12244,SO52849,49.99,2/16/2013,1,61.58958329534531
15581,SO63889,49.97,8/9/2013,4,12.658463491112165
25073,SO73769,2473.05,12/23/2013,26,94.25901595739074
26033,SO47144,782.99,2/6/2012,10,76.73769365729362
22914,SO55617,59.98,4/4/2013,1,60.729272236947956
14957,SO60258,625.47,6/16/2013,7,83.70167373920413
11262,SO61118,29.48,6/29/2013,2,12.617741897150763
14286,SO65672,2374.98,9/3/2013,47,50.299693384646815
15081,SO73508,2322.28,12/20/2013,36,64.85884705185802
15029,SO49968,2071.4196,10/5/2012,25,83.72202608123747
21545,SO50971,782.99,12/17/2012,10,79.42960820468043
17233,SO61481,769.49,7/3/2013,25,31.321578722772966
20443,SO67716,39.47,10/4/2013,0,94.38361611
19932,SO74678,24.99,1/14/2014,1,16.812854935932684
20562,SO45435,699.0982,8/14/2011,8,88.13769376900946
22280,SO58149,32.28,5/17/2013,0,97.23932371243876
19035,SO68822,2319.99,10/21/2013,106,21.82958470614943
21999,SO69627,2478.34,10/29/2013,34,73.5962761
13107,SO71268,2351.96,11/21/2013,266,8.827124283909853
26280,SO73479,1249.84,12/19/2013,29,43.51516838821972
21083,SO74901,38.98,1/21/2014,1,54.04691342377903
13882,SO49294,2443.35,8/12/2012,41,60.16129646141524
20464,SO60714,22.93,6/23/2013,0,93.91403858361315
18943,SO65061,902.98,8/27/2013,13,68.86381529294849
27891,SO66316,597.95,9/13/2013,12,50.721405365827515
11458,SO62759,7.95,7/25/2013,0,81.91912844525949
23552,SO71521,103.48,11/25/2013,1,95.30061799066885
22329,SO53285,574.98,2/24/2013,81,7.096284125
22954,SO54924,1735.98,3/23/2013,18,98.33952086432367
14981,SO58514,36.27,5/23/2013,3,13.182553211049632
22117,SO62130,579.97,7/14/2013,7,82.36674403053233
13959,SO64721,2362.27,8/21/2013,75,31.631801492384188
28768,SO69806,4.99,11/1/2013,0,17.557067486617818
15353,SO72232,195.27,12/3/2013,4,46.78628577281432
18464,SO73312,1120.49,12/17/2013,17,66.17587504752328
13329,SO47181,2443.35,2/11/2012,59,41.190425277230126
15014,SO49653,2071.4196,9/8/2012,203,10.183713786856401
11689,SO64964,53.99,8/26/2013,1,61.94880826757808
20751,SO73020,574.98,12/13/2013,6,90.72831123
13174,SO46841,2181.5625,1/17/2012,53,41.40545976498891
21336,SO49698,2071.4196,9/13/2012,81,25.551613874928567
12184,SO54646,2297.28,3/18/2013,49,47.04484786361746
27219,SO58721,67.49,5/27/2013,7,9.594457549634182
13871,SO53234,878.96,2/23/2013,11,82.94632053
11828,SO56465,39.99,4/19/2013,0,83.50237704026775
28633,SO56866,187.98,4/27/2013,3,60.86004403
28562,SO70369,1147.77,11/8/2013,30,38.54477445
18541,SO67730,24.27,10/4/2013,0,80.97941962234943
19666,SO68032,35,10/9/2013,1,57.69526735489488
15799,SO50926,2071.4196,12/12/2012,25,83.46356931225154
18275,SO52212,2443.35,2/4/2013,38,64.98858529538697
16682,SO60390,36.59,6/18/2013,0,79.51851995521574
18685,SO73053,38.98,12/14/2013,1,61.86348436
27263,SO50363,2049.0982,10/31/2012,46,44.34340148048829
22614,SO51526,1155.48,1/18/2013,12,96.00485669298307
19990,SO70565,548.98,11/11/2013,10,56.40581336349025
18461,SO72556,1169.97,12/7/2013,19,62.48350426135114
13807,SO45023,3578.27,6/28/2011,138,25.94632574440118
16339,SO51033,2049.0982,12/23/2012,32,64.43682499559127
13320,SO53387,21.98,2/26/2013,0,59.30272670087967
16016,SO61436,47.96,7/3/2013,2,22.55964780496737
28820,SO44970,3578.27,6/21/2011,336,10.660774248548652
15521,SO49215,782.99,8/3/2012,13,62.41413537290325
11501,SO55102,6.28,3/27/2013,0,77.55076558828046
15987,SO64886,621.96,8/24/2013,11,54.72313023759078
26895,SO61026,553.97,6/27/2013,21,26.54339940536634
17360,SO65539,71.97,9/1/2013,1,68.31958778583831
19554,SO66988,86.95,9/24/2013,7,12.610044027912213
14539,SO67215,828.47,9/28/2013,18,46.97420195618569
13581,SO43722,3578.27,1/4/2011,174,20.51984204784992
14010,SO49296,2071.4196,8/12/2012,92,22.52360985068892
17158,SO54845,39.98,3/22/2013,2,24.217925170029346
15325,SO70715,801.77,11/13/2013,19,41.73717042
17855,SO73213,149.98,12/16/2013,15,9.859269533937773
12437,SO46484,3578.27,12/13/2011,84,42.790376888264326
16699,SO57699,32.6,5/9/2013,1,53.61220747589658
12671,SO65395,2433.04,8/29/2013,48,50.912957071800896
24458,SO50459,2443.35,11/8/2012,59,41.36448953828885
17482,SO53961,76.97,3/6/2013,1,84.71892776672148
15875,SO55892,15.23,4/8/2013,1,18.80603577994789
13955,SO62935,2373.47,7/27/2013,45,53.04119065923053
14727,SO45117,699.0982,7/8/2011,64,10.893934610872659
28178,SO45378,3578.27,8/6/2011,304,11.759789493401426
19860,SO53369,132.97,2/26/2013,2,59.51725571932415
24446,SO60302,2447.05,6/16/2013,42,58.77175036434299
17442,SO53255,154.93,2/24/2013,2,88.41318372022342
13177,SO56583,2316.97,4/21/2013,40,57.99799918770695
12463,SO58470,2388.45,5/23/2013,25,96.18014693846077
21890,SO62881,39.99,7/27/2013,4,9.626010597993329
18149,SO69752,35,10/31/2013,2,14.310730054170401
18549,SO53065,1169.46,2/20/2013,127,9.186256849186233
11631,SO54334,28.98,3/13/2013,1,22.60130078
22810,SO73661,2354.98,12/22/2013,42,56.42066053945942
29479,SO49617,2049.0982,9/4/2012,31,66.32935723560567
13121,SO55752,54.99,4/6/2013,6,9.330590005123536
19246,SO61880,69.99,7/10/2013,1,94.86723453533193
18088,SO66255,1735.98,9/12/2013,20,85.00571078
13158,SO68686,78.98,10/19/2013,2,33.17818580492384
27355,SO50461,782.99,11/8/2012,63,12.332815371514457
27574,SO50970,2049.0982,12/17/2012,97,21.13927195581044
15750,SO66996,2304.98,9/24/2013,135,17.059719306722403
27390,SO72600,47.96,12/8/2013,3,16.71195903339995
11383,SO74275,48.97,1/1/2014,1,54.26336042324473
19199,SO51630,1134.47,1/24/2013,40,28.35550703687303
17241,SO64728,804.48,8/21/2013,21,39.02327307026872
26777,SO60854,68.97,6/25/2013,1,99.00300667151063
18464,SO44992,3578.27,6/24/2011,51,70.00985364790775
15125,SO72279,49.99,12/4/2013,1,95.15316336946513
19454,SO74001,1268.84,12/26/2013,68,18.54287272814598
22039,SO72980,34.98,12/13/2013,1,41.30325010909408
20891,SO59287,589.98,6/2/2013,10,57.69952131182366
18320,SO71537,30.97,11/25/2013,3,12.292015879430112
23150,SO72455,49.22,12/6/2013,9,5.397807144655998
21100,SO72840,1178.45,12/11/2013,17,68.69126171070717
19966,SO45753,3578.27,9/23/2011,54,65.97285409613636
17234,SO58545,53.99,5/24/2013,1,44.02493694996312
15885,SO50351,782.99,10/30/2012,15,51.51618722
15959,SO66056,2334.98,9/9/2013,53,44.467085056248514
14005,SO47295,1000.4375,2/23/2012,137,7.280479260264441
23920,SO56441,1735.98,4/19/2013,47,36.86030259065893
17408,SO64874,4.99,8/24/2013,0,21.822814262742533
17291,SO52221,53.99,2/4/2013,4,14.35029796463003
11719,SO66715,27.28,9/20/2013,0,95.88844121948823
24410,SO70328,193.89,11/8/2013,3,61.939173879005736
16722,SO71723,4.99,11/28/2013,0,74.22234700247725
15173,SO56568,45.95,4/21/2013,1,34.95955561028116
13607,SO60895,2322.28,6/26/2013,55,42.34897730193144
19644,SO66171,4.99,9/11/2013,0,27.50777942018873
15804,SO73038,34.99,12/14/2013,2,14.211738741715351
14206,SO74524,156.59,1/9/2014,7,22.00800555695046
11607,SO43786,3578.27,1/19/2011,44,80.76383430316615
16297,SO48186,2181.5625,5/16/2012,31,69.36685149245871
14084,SO57458,35,5/4/2013,1,56.958243218620304
20957,SO60599,38.98,6/21/2013,1,50.13353792234297
29137,SO51653,2419.06,1/25/2013,26,92.63125694733182
27574,SO70301,2407.04,11/7/2013,202,11.909820038973498
15429,SO48636,782.99,6/20/2012,25,31.657077257602015
11019,SO54332,47.97,3/13/2013,1,38.244096089217834
19603,SO55096,25.48,3/27/2013,0,79.33045216021485
23047,SO64045,553.97,8/11/2013,6,99.28888891538728
21282,SO68077,1120.49,10/9/2013,40,27.863698901929542
13841,SO68546,2294.99,10/17/2013,26,88.05919674302265
18274,SO69171,8.99,10/26/2013,0,83.90916224102017
15887,SO73896,39.98,12/25/2013,2,26.34245277596783
25545,SO73982,38.98,12/26/2013,1,42.93659511892614
12963,SO72597,8.99,12/8/2013,0,43.918922582789314
11484,SO46710,2071.4196,1/2/2012,21,97.93096351002303
18157,SO47879,1000.4375,4/19/2012,45,22.18473063099534
29408,SO63322,53.99,7/31/2013,1,80.92000725
20325,SO69749,78.98,10/31/2013,2,36.74830784644544
12097,SO74824,78.98,1/19/2014,1,74.43268284873524
18928,SO45245,3578.27,7/29/2011,80,44.901045408087974
24297,SO52854,38.88,2/16/2013,1,59.944177496071305
